timestamp,crowd_count
1.0387933254241943,1
1.056800365447998,1
1.086317777633667,1
1.1335296630859375,1
1.1652932167053223,1
1.1980407238006592,1
1.2333002090454102,1
1.281609058380127,1
1.312614917755127,1
1.357980728149414,1
1.3907361030578613,1
1.444878339767456,1
1.4934918880462646,1
1.5364809036254883,1
1.5810070037841797,1
1.6291308403015137,1
1.6951851844787598,1
1.7418410778045654,1
1.7894248962402344,1
1.836867094039917,1
1.8885209560394287,1
1.9434325695037842,1
2.007469892501831,1
2.04630708694458,1
2.1036012172698975,1
2.1515309810638428,1
2.2001399993896484,1
2.2409794330596924,1
2.2940115928649902,1
2.3605029582977295,1
2.4081106185913086,1
2.455853223800659,1
2.5054354667663574,1
2.551452398300171,1
2.6000630855560303,1
2.6470651626586914,1
2.7074244022369385,1
2.7534120082855225,1
2.7969391345977783,1
2.845940589904785,1
2.8924624919891357,1
2.9403858184814453,1
2.993032693862915,1
3.061457872390747,1
3.109830856323242,1
3.157836675643921,1
3.2054388523101807,1
3.2538368701934814,1
3.301558256149292,1
3.3655786514282227,1
3.413492202758789,1
3.461347818374634,1
3.5095267295837402,1
3.5569732189178467,1
3.6053996086120605,1
3.6534929275512695,1
3.719313859939575,1
3.7633235454559326,1
3.807901382446289,1
3.8586466312408447,1
3.9033045768737793,1
3.9506447315216064,1
3.998713254928589,1
4.060816049575806,1
4.113153457641602,1
4.1582067012786865,1
4.215439796447754,1
4.263333082199097,1
4.3125410079956055,1
4.371551513671875,1
4.419254541397095,1
4.470545291900635,1
4.520172357559204,1
4.559468030929565,1
4.615093231201172,1
4.66381049156189,1
4.7270896434783936,1
4.775911092758179,1
4.820045232772827,1
4.867424726486206,1
4.91541600227356,1
4.9641194343566895,1
5.012234926223755,1
5.078038930892944,1
5.124898672103882,1
5.166899681091309,1
5.21342134475708,1
5.260434865951538,1
5.30085563659668,1
5.365467071533203,1
5.415128707885742,1
5.456836938858032,1
5.522201061248779,1
5.573230504989624,1
5.615032911300659,1
5.666041851043701,1
5.725064039230347,1
5.775335788726807,1
5.8232786655426025,1
5.865147590637207,1
5.923133850097656,1
5.968576431274414,1
6.023268938064575,1
6.07571816444397,1
6.126495599746704,1
6.170996189117432,1
6.222421646118164,1
6.2693562507629395,1
6.316451787948608,1
6.379491090774536,1
6.42637825012207,1
6.476762056350708,1
6.520529270172119,1
6.56741189956665,1
6.614690065383911,1
6.661566495895386,1
6.723969459533691,1
6.777451515197754,1
6.833871364593506,1
6.881188869476318,1
6.912453651428223,1
6.977998971939087,1
7.006678581237793,1
7.085119962692261,1
7.1320250034332275,1
7.178795337677002,1
7.225711822509766,1
7.279114007949829,1
7.319926500320435,1
7.398547172546387,1
7.429771900177002,1
7.479501008987427,1
7.5240514278411865,1
7.579712152481079,1
7.61848258972168,1
7.665377140045166,1
7.743948221206665,1
7.791259765625,1
7.838163614273071,1
7.885428428649902,1
7.932321310043335,1
7.980692386627197,1
8.026715755462646,1
8.089332818984985,1
8.151865243911743,1
8.183529615402222,1
8.230417251586914,1
8.281300067901611,1
8.334192037582397,1
8.383648872375488,1
8.433468103408813,1
8.481376886367798,1
8.543286561965942,1
8.590615034103394,1
8.637523412704468,1
8.68480396270752,1
8.74734091758728,1
8.794607639312744,1
8.841492414474487,1
8.88887619972229,1
8.951678037643433,1
8.983322858810425,1
9.045854806900024,1
9.093113660812378,1
9.140001058578491,1
9.187385320663452,1
9.234413146972656,1
9.282681941986084,1
9.328652381896973,1
9.382584571838379,1
9.454106092453003,1
9.50139594078064,1
9.548270225524902,1
9.595542430877686,1
9.642433404922485,1
9.689727544784546,1
9.752236127853394,1
9.814655065536499,1
9.84617018699646,1
9.892879486083984,1
9.939769506454468,1
9.987041473388672,1
10.033926725387573,1
10.0972318649292,1
10.144347906112671,1
10.191458225250244,1
10.254517793655396,1
10.301880598068237,1
10.348737716674805,1
10.395755290985107,1
10.458277225494385,1
10.510338068008423,1
10.56015944480896,1
10.599773168563843,1
10.645606994628906,1
10.693177223205566,1
10.755687236785889,1
10.802978515625,1
10.850087881088257,1
10.897522211074829,1
10.960071086883545,1
11.007405996322632,1
11.055014848709106,1
11.11775279045105,1
11.164637565612793,1
11.212270975112915,1
11.262296676635742,1
11.310409545898438,1
11.358138084411621,1
11.405972719192505,1
11.470160722732544,1
11.52075457572937,1
11.569051504135132,1
11.615607500076294,1
11.661510467529297,1
11.710388422012329,1
11.773849248886108,1
11.82080602645874,1
11.868984699249268,1
11.917362451553345,1
11.964895725250244,1
12.013605833053589,1
12.062129974365234,1
12.126214742660522,1
12.173310995101929,1
12.221159934997559,1
12.270589828491211,1
12.323533058166504,1
12.368951797485352,1
12.414462566375732,1
12.477481365203857,1
12.526564598083496,1
12.574339866638184,1
12.621258974075317,1
12.671745300292969,1
12.7194082736969,1
12.78273057937622,1
12.83000636100769,1
12.877699136734009,1
12.925559759140015,1
12.973695516586304,1
13.022470474243164,1
13.069673299789429,1
13.133473873138428,1
13.180787086486816,1
13.229451417922974,1
13.278119802474976,1
13.326394081115723,1
13.374563217163086,1
13.420849323272705,1
13.485830068588257,1
13.533386945724487,1
13.58292841911316,1
13.630433082580566,1
13.677464246749878,1
13.72777771949768,1
13.790403127670288,1
13.83875560760498,1
13.88597846031189,1
13.933938026428223,1
13.982273817062378,1
14.029375076293945,1
14.077874660491943,1
14.14252758026123,1
14.189117670059204,1
14.237207174301147,1
14.286284685134888,1
14.334277153015137,1
14.381141901016235,1
14.429512977600098,1
14.494216918945312,1
14.54172658920288,1
14.589720249176025,1
14.637265920639038,1
14.686093807220459,1
14.733086585998535,1
14.78173542022705,1
14.848227262496948,1
14.900753021240234,1
14.943321704864502,1
14.990743398666382,1
15.038048505783081,1
15.085605144500732,1
15.149238348007202,1
15.196852445602417,1
15.244633674621582,1
15.294983386993408,1
15.349417209625244,1
15.390938997268677,1
15.437957286834717,1
15.501608610153198,1
15.549320936203003,1
15.598017692565918,1
15.646036148071289,1
15.704286098480225,1
15.751832962036133,1
15.793160915374756,1
15.854586124420166,1
15.902110576629639,1
15.95095443725586,1
15.997265338897705,1
16.045061111450195,1
16.09323000907898,1
16.158252477645874,1
16.20643424987793,1
16.253565311431885,1
16.3025381565094,1
16.35119318962097,1
16.397871255874634,1
16.44479751586914,1
16.5099139213562,1
16.561819791793823,1
16.610249042510986,1
16.660900592803955,1
16.703428983688354,1
16.7498939037323,1
16.797435522079468,1
16.86467957496643,1
16.91610336303711,1
16.964801788330078,1
17.006810903549194,1
17.05295181274414,1
17.103755950927734,1
17.16566300392151,1
17.21328854560852,1
17.261496543884277,1
17.309020042419434,1
17.357014417648315,1
17.404939889907837,1
17.463325262069702,1
17.52714443206787,1
17.57639241218567,1
17.617983102798462,1
17.66213607788086,1
17.717519521713257,1
17.765764951705933,1
17.81600570678711,1
17.879529237747192,1
17.927172660827637,1
17.97624444961548,1
18.015803337097168,1
18.068782567977905,1
18.120501279830933,1
18.184518337249756,1
18.23209261894226,1
18.272003173828125,1
18.31645703315735,1
18.365774869918823,1
18.417794227600098,1
18.46279215812683,1
18.52593970298767,1
18.57293963432312,1
18.622583150863647,1
18.670657873153687,1
18.718506574630737,1
18.776647090911865,1
18.824403047561646,1
18.887412309646606,1
18.93561577796936,1
18.984315872192383,1
19.025951147079468,1
19.06994915008545,1
19.117461919784546,1
19.182491302490234,1
19.229451179504395,1
19.278997898101807,1
19.32702350616455,1
19.375184059143066,1
19.42442798614502,1
19.47027015686035,1
19.535083770751953,1
19.58083438873291,1
19.63015341758728,1
19.67813992500305,1
19.72565770149231,1
19.773715019226074,1
19.821364164352417,1
19.891932010650635,1
19.933901071548462,1
19.982903003692627,1
20.02964425086975,1
20.0764479637146,1
20.12505865097046,1
20.177043199539185,1
20.240618467330933,1
20.285186290740967,1
20.3343346118927,1
20.383357524871826,1
20.440399169921875,1
20.488475561141968,1
20.547244548797607,1
20.5954430103302,1
20.640262842178345,1
20.69095778465271,1
20.73617148399353,1
20.79205012321472,1
20.84265947341919,1
20.89618682861328,1
20.94059658050537,1
20.99160361289978,1
21.037132263183594,1
21.0863676071167,1
21.14138650894165,1
21.192693948745728,1
21.255664587020874,1
21.304265022277832,1
21.342287302017212,1
21.390733003616333,1
21.43763518333435,1
21.486101627349854,1
21.549999713897705,1
21.597140550613403,1
21.646467208862305,1
21.696963787078857,1
21.742450952529907,1
21.790111303329468,1
21.83831214904785,1
21.904274702072144,1
21.953266382217407,1
22.00143051147461,1
22.046112060546875,1
22.09430694580078,1
22.142847061157227,1
22.18885111808777,1
22.25699234008789,1
22.302355766296387,1
22.350422382354736,1
22.39763569831848,1
22.446495294570923,1
22.503687381744385,1
22.568151235580444,1
22.606745958328247,1
22.65397334098816,1
22.70227313041687,1
22.749926805496216,1
22.801626205444336,1
22.851036548614502,1
22.90900182723999,1
22.956861972808838,1
23.00639009475708,1
23.054582118988037,1
23.101492404937744,1
23.150733470916748,1
23.200483560562134,1
23.264212131500244,1
23.312647581100464,1
23.362648010253906,1
23.4072322845459,1
23.453229427337646,1
23.50155210494995,1
23.566519021987915,1
23.614257097244263,1
23.66218066215515,1
23.710975408554077,1
23.757880449295044,1
23.804807662963867,1
23.85313844680786,1
23.928133010864258,1
23.976176738739014,1
24.018667936325073,1
24.062667846679688,1
24.10909628868103,1
24.161248445510864,1
24.21575140953064,1
24.279093980789185,1
24.32686710357666,1
24.37295913696289,1
24.41381597518921,1
24.47162890434265,1
24.52010464668274,1
24.573680877685547,1
24.621251106262207,1
24.669269561767578,1
24.71913743019104,1
